roi_id,specimen,material,split,score_iforest
sio2 all 20 dish white_p01_r0542,sio2 all 20 dish white_p01,sio2,train,0.4291287130637742
sio2 all 20 dish white_p01_r0543,sio2 all 20 dish white_p01,sio2,train,0.4178731704956897
sio2 all 20 dish white_p01_r0544,sio2 all 20 dish white_p01,sio2,train,0.40047914658938016
sio2 all 20 dish white_p01_r0545,sio2 all 20 dish white_p01,sio2,train,0.3987559802380125
sio2 all 20 dish white_p01_r0546,sio2 all 20 dish white_p01,sio2,train,0.41061678795608364
sio2 all 20 dish white_p01_r0547,sio2 all 20 dish white_p01,sio2,train,0.4200043254270125
sio2 all 20 dish white_p01_r0548,sio2 all 20 dish white_p01,sio2,train,0.43989894994447537
sio2 all 20 dish white_p01_r0549,sio2 all 20 dish white_p01,sio2,train,0.4595412991720079
sio2 all 20 dish white_p01_r0550,sio2 all 20 dish white_p01,sio2,train,0.4645975802328303
sio2 all 20 dish white_p01_r0551,sio2 all 20 dish white_p01,sio2,train,0.47067104486057776
sio2 all 20 dish white_p01_r0552,sio2 all 20 dish white_p01,sio2,train,0.4598165933291119
sio2 all 20 dish white_p01_r0553,sio2 all 20 dish white_p01,sio2,train,0.4583039026635569
sio2 all 20 dish white_p01_r0554,sio2 all 20 dish white_p01,sio2,train,0.4417258073700971
sio2 all 20 dish white_p01_r0555,sio2 all 20 dish white_p01,sio2,train,0.4404747483891944
sio2 all 20 dish white_p01_r0556,sio2 all 20 dish white_p01,sio2,train,0.42982910833593735
sio2 all 20 dish white_p01_r0557,sio2 all 20 dish white_p01,sio2,train,0.4349025253341745
sio2 all 20 dish white_p01_r0558,sio2 all 20 dish white_p01,sio2,train,0.4499061507619511
sio2 all 20 dish white_p01_r0559,sio2 all 20 dish white_p01,sio2,train,0.4645040586273512
sio2 all 20 dish white_p01_r0560,sio2 all 20 dish white_p01,sio2,train,0.46475281040287547
sio2 all 20 dish white_p01_r0561,sio2 all 20 dish white_p01,sio2,train,0.4603086070375095
sio2 all 20 dish white_p01_r0562,sio2 all 20 dish white_p01,sio2,train,0.4521328684845847
sio2 all 20 dish white_p01_r0563,sio2 all 20 dish white_p01,sio2,train,0.5240124103481455
sio2 all 20 dish white_p01_r0564,sio2 all 20 dish white_p01,sio2,train,0.49902847247590015
sio2 all 20 dish white_p01_r0565,sio2 all 20 dish white_p01,sio2,train,0.4830720713036576
sio2 all 20 dish white_p01_r0566,sio2 all 20 dish white_p01,sio2,train,0.47585669201313946
sio2 all 20 dish white_p01_r0567,sio2 all 20 dish white_p01,sio2,train,0.46944997650725817
sio2 all 20 dish white_p01_r0568,sio2 all 20 dish white_p01,sio2,train,0.46483386939319926
sio2 all 20 dish white_p01_r0569,sio2 all 20 dish white_p01,sio2,train,0.45794679951582673
sio2 all 20 dish white_p01_r0570,sio2 all 20 dish white_p01,sio2,train,0.44292563131116575
sio2 all 20 dish white_p01_r0571,sio2 all 20 dish white_p01,sio2,train,0.42690044602583344
sio2 all 20 dish white_p01_r0572,sio2 all 20 dish white_p01,sio2,train,0.4363221780584404
sio2 all 20 dish white_p01_r0573,sio2 all 20 dish white_p01,sio2,train,0.42223132030343824
sio2 all 20 dish white_p01_r0574,sio2 all 20 dish white_p01,sio2,train,0.43229658207254207
sio2 all 20 dish white_p01_r0575,sio2 all 20 dish white_p01,sio2,train,0.43833995485162663
sio2 all 20 dish white_p01_r0576,sio2 all 20 dish white_p01,sio2,train,0.4381626679235793
sio2 all 20 dish white_p01_r0577,sio2 all 20 dish white_p01,sio2,train,0.45056387287844996
sio2 all 20 dish white_p01_r0578,sio2 all 20 dish white_p01,sio2,train,0.4454925987250052
sio2 all 20 dish white_p01_r0579,sio2 all 20 dish white_p01,sio2,train,0.44542063299943285
sio2 all 20 dish white_p01_r0580,sio2 all 20 dish white_p01,sio2,train,0.4304535845139295
sio2 all 20 dish white_p01_r0581,sio2 all 20 dish white_p01,sio2,train,0.4090948276251069
sio2 all 20 dish white_p01_r0582,sio2 all 20 dish white_p01,sio2,train,0.4070335903657262
sio2 all 20 dish white_p01_r0583,sio2 all 20 dish white_p01,sio2,train,0.40427454674089425
sio2 all 20 dish white_p01_r0584,sio2 all 20 dish white_p01,sio2,train,0.4079533883175694
sio2 all 20 dish white_p01_r0585,sio2 all 20 dish white_p01,sio2,train,0.41987383428605796
sio2 all 20 dish white_p01_r0586,sio2 all 20 dish white_p01,sio2,train,0.43232492031408143
sio2 all 20 dish white_p01_r0587,sio2 all 20 dish white_p01,sio2,train,0.4361327122912201
sio2 all 20 dish white_p01_r0588,sio2 all 20 dish white_p01,sio2,train,0.43970198875586486
sio2 all 20 dish white_p01_r0589,sio2 all 20 dish white_p01,sio2,train,0.4464064286616913
sio2 all 20 dish white_p01_r0590,sio2 all 20 dish white_p01,sio2,train,0.44011943722401425
sio2 all 20 dish white_p01_r0591,sio2 all 20 dish white_p01,sio2,train,0.43756863420131126
sio2 all 20 dish white_p01_r0592,sio2 all 20 dish white_p01,sio2,train,0.4374646577810114
sio2 all 20 dish white_p01_r0593,sio2 all 20 dish white_p01,sio2,train,0.4383943525601339
sio2 all 20 dish white_p01_r0594,sio2 all 20 dish white_p01,sio2,train,0.44565107107518936
sio2 all 20 dish white_p01_r0595,sio2 all 20 dish white_p01,sio2,train,0.4494907009286746
sio2 all 20 dish white_p01_r0596,sio2 all 20 dish white_p01,sio2,train,0.45799865278329027
sio2 all 20 dish white_p01_r0597,sio2 all 20 dish white_p01,sio2,train,0.464477661997858
sio2 all 20 dish white_p01_r0598,sio2 all 20 dish white_p01,sio2,train,0.45849407940703135
sio2 all 20 dish white_p01_r0599,sio2 all 20 dish white_p01,sio2,train,0.4669307520577179
sio2 all 20 dish white_p01_r0600,sio2 all 20 dish white_p01,sio2,train,0.4656040788095831
sio2 all 20 dish white_p01_r0601,sio2 all 20 dish white_p01,sio2,train,0.4588823279179773
sio2 all 20 dish white_p01_r0602,sio2 all 20 dish white_p01,sio2,train,0.44764789164510593
sio2 all 20 dish white_p01_r0603,sio2 all 20 dish white_p01,sio2,train,0.439570271072038
sio2 all 20 dish white_p01_r0604,sio2 all 20 dish white_p01,sio2,train,0.42381213807265533
sio2 all 20 dish white_p01_r0605,sio2 all 20 dish white_p01,sio2,train,0.4151203422589344
sio2 all 20 dish white_p01_r0606,sio2 all 20 dish white_p01,sio2,train,0.4192727049474473
sio2 all 20 dish white_p01_r0607,sio2 all 20 dish white_p01,sio2,train,0.418071723964781
sio2 all 20 dish white_p01_r0608,sio2 all 20 dish white_p01,sio2,train,0.4201342960150088
sio2 all 20 dish white_p01_r0609,sio2 all 20 dish white_p01,sio2,train,0.43354647844175653
sio2 all 20 dish white_p01_r0610,sio2 all 20 dish white_p01,sio2,train,0.47486047193602837
sio2 all 20 dish white_p01_r0611,sio2 all 20 dish white_p01,sio2,train,0.4632181286920772
sio2 all 20 dish white_p01_r0612,sio2 all 20 dish white_p01,sio2,train,0.44629380250138384
sio2 all 20 dish white_p01_r0613,sio2 all 20 dish white_p01,sio2,train,0.43408993708134946
sio2 all 20 dish white_p01_r0614,sio2 all 20 dish white_p01,sio2,train,0.42136508996700106
sio2 all 20 dish white_p01_r0615,sio2 all 20 dish white_p01,sio2,train,0.41640939178985015
sio2 all 20 dish white_p01_r0616,sio2 all 20 dish white_p01,sio2,train,0.40961796363398734
sio2 all 20 dish white_p01_r0617,sio2 all 20 dish white_p01,sio2,train,0.4153315457071263
sio2 all 20 dish white_p01_r0618,sio2 all 20 dish white_p01,sio2,train,0.4251318761349992
sio2 all 20 dish white_p01_r0619,sio2 all 20 dish white_p01,sio2,train,0.4297337587775907
sio2 all 20 dish white_p01_r0620,sio2 all 20 dish white_p01,sio2,train,0.4256601340294099
sio2 all 20 dish white_p01_r0621,sio2 all 20 dish white_p01,sio2,train,0.43472616883541965
sio2 all 20 dish white_p01_r0622,sio2 all 20 dish white_p01,sio2,train,0.4417678625749558
sio2 all 20 dish white_p01_r0623,sio2 all 20 dish white_p01,sio2,train,0.4388858693335357
sio2 all 20 dish white_p01_r0624,sio2 all 20 dish white_p01,sio2,train,0.4379035916260427
sio2 all 20 dish white_p01_r0625,sio2 all 20 dish white_p01,sio2,train,0.4360483893422612
sio2 all 20 dish white_p01_r0626,sio2 all 20 dish white_p01,sio2,train,0.45010537833865927
sio2 all 20 dish white_p01_r0627,sio2 all 20 dish white_p01,sio2,train,0.45024524111208036
sio2 all 20 dish white_p01_r0628,sio2 all 20 dish white_p01,sio2,train,0.4565106094669352
sio2 all 20 dish white_p01_r0629,sio2 all 20 dish white_p01,sio2,train,0.46438546045541096
sio2 all 20 dish white_p01_r0630,sio2 all 20 dish white_p01,sio2,train,0.46389724071814675
sio2 all 20 dish white_p01_r0631,sio2 all 20 dish white_p01,sio2,train,0.45265110830223537
sio2 all 20 dish white_p01_r0632,sio2 all 20 dish white_p01,sio2,train,0.44106468835810547
sio2 all 20 dish white_p01_r0633,sio2 all 20 dish white_p01,sio2,train,0.43552256175563575
sio2 all 20 dish white_p01_r0634,sio2 all 20 dish white_p01,sio2,train,0.4155270264892085
sio2 all 20 dish white_p01_r0635,sio2 all 20 dish white_p01,sio2,train,0.41184555396554406
sio2 all 20 dish white_p01_r0636,sio2 all 20 dish white_p01,sio2,train,0.4131388667786089
sio2 all 20 dish white_p01_r0637,sio2 all 20 dish white_p01,sio2,train,0.411404982834594
sio2 all 20 dish white_p01_r0638,sio2 all 20 dish white_p01,sio2,train,0.4122886670021663
sio2 all 20 dish white_p01_r0639,sio2 all 20 dish white_p01,sio2,train,0.4765243380105278
sio2 all 20 dish white_p01_r0640,sio2 all 20 dish white_p01,sio2,train,0.4608718556939985
sio2 all 20 dish white_p01_r0641,sio2 all 20 dish white_p01,sio2,train,0.44759776531098106
sio2 all 20 dish white_p01_r0642,sio2 all 20 dish white_p01,sio2,train,0.4385578802756529
sio2 all 20 dish white_p01_r0643,sio2 all 20 dish white_p01,sio2,train,0.4178689525963181
sio2 all 20 dish white_p01_r0644,sio2 all 20 dish white_p01,sio2,train,0.4165208896981533
sio2 all 20 dish white_p01_r0645,sio2 all 20 dish white_p01,sio2,train,0.4214194180147932
sio2 all 20 dish white_p01_r0646,sio2 all 20 dish white_p01,sio2,train,0.42890978444077227
sio2 all 20 dish white_p01_r0647,sio2 all 20 dish white_p01,sio2,train,0.4263535465032225
sio2 all 20 dish white_p01_r0648,sio2 all 20 dish white_p01,sio2,train,0.4294935593782989
sio2 all 20 dish white_p01_r0649,sio2 all 20 dish white_p01,sio2,train,0.43170477518895145
sio2 all 20 dish white_p01_r0650,sio2 all 20 dish white_p01,sio2,train,0.43549902876601226
sio2 all 20 dish white_p01_r0651,sio2 all 20 dish white_p01,sio2,train,0.4419969014941096
sio2 all 20 dish white_p01_r0652,sio2 all 20 dish white_p01,sio2,train,0.4456033565570533
sio2 all 20 dish white_p01_r0653,sio2 all 20 dish white_p01,sio2,train,0.45064833352319333
sio2 all 20 dish white_p01_r0654,sio2 all 20 dish white_p01,sio2,train,0.4559509065344525
sio2 all 20 dish white_p01_r0655,sio2 all 20 dish white_p01,sio2,train,0.4566707964746637
sio2 all 20 dish white_p01_r0656,sio2 all 20 dish white_p01,sio2,train,0.45693636711775454
sio2 all 20 dish white_p01_r0657,sio2 all 20 dish white_p01,sio2,train,0.43700138398617516
sio2 all 20 dish white_p01_r0658,sio2 all 20 dish white_p01,sio2,train,0.42775704682117566
sio2 all 20 dish white_p01_r0659,sio2 all 20 dish white_p01,sio2,train,0.41769974274132843
sio2 all 20 dish white_p01_r0660,sio2 all 20 dish white_p01,sio2,train,0.41230532350251964
sio2 all 20 dish white_p01_r0661,sio2 all 20 dish white_p01,sio2,train,0.40289076426678144
sio2 all 20 dish white_p01_r0662,sio2 all 20 dish white_p01,sio2,train,0.4155147472428061
sio2 all 20 dish white_p01_r0663,sio2 all 20 dish white_p01,sio2,train,0.42127381016156173
sio2 all 20 dish white_p01_r0664,sio2 all 20 dish white_p01,sio2,train,0.4543289634442434
sio2 all 20 dish white_p01_r0665,sio2 all 20 dish white_p01,sio2,train,0.4507002434652016
sio2 all 20 dish white_p01_r0666,sio2 all 20 dish white_p01,sio2,train,0.4489941637693824
sio2 all 20 dish white_p01_r0667,sio2 all 20 dish white_p01,sio2,train,0.4325574817817286
sio2 all 20 dish white_p01_r0668,sio2 all 20 dish white_p01,sio2,train,0.4201012193244255
sio2 all 20 dish white_p01_r0669,sio2 all 20 dish white_p01,sio2,train,0.42873824741242267
sio2 all 20 dish white_p01_r0670,sio2 all 20 dish white_p01,sio2,train,0.4297798132220225
sio2 all 20 dish white_p01_r0671,sio2 all 20 dish white_p01,sio2,train,0.4277822094219386
sio2 all 20 dish white_p01_r0672,sio2 all 20 dish white_p01,sio2,train,0.4339859652742785
sio2 all 20 dish white_p01_r0673,sio2 all 20 dish white_p01,sio2,train,0.4340412328087131
sio2 all 20 dish white_p01_r0674,sio2 all 20 dish white_p01,sio2,train,0.436375002695408
sio2 all 20 dish white_p01_r0675,sio2 all 20 dish white_p01,sio2,train,0.44368013031740877
sio2 all 20 dish white_p01_r0676,sio2 all 20 dish white_p01,sio2,train,0.45160478375046337
sio2 all 20 dish white_p01_r0677,sio2 all 20 dish white_p01,sio2,train,0.4609466737853314
sio2 all 20 dish white_p01_r0678,sio2 all 20 dish white_p01,sio2,train,0.4667314052890994
sio2 all 20 dish white_p01_r0679,sio2 all 20 dish white_p01,sio2,train,0.4588648628558509
sio2 all 20 dish white_p01_r0680,sio2 all 20 dish white_p01,sio2,train,0.41330430176972094
sio2 all 20 dish white_p01_r0681,sio2 all 20 dish white_p01,sio2,train,0.40728223008452896
sio2 all 20 dish white_p01_r0682,sio2 all 20 dish white_p01,sio2,train,0.4112085746853934
sio2 all 20 dish white_p01_r0683,sio2 all 20 dish white_p01,sio2,train,0.4100568947567001
sio2 all 20 dish white_p01_r0684,sio2 all 20 dish white_p01,sio2,train,0.4310133133492011
sio2 all 20 dish white_p01_r0685,sio2 all 20 dish white_p01,sio2,train,0.6153800707797544
sio2 all 20 dish white_p01_r0686,sio2 all 20 dish white_p01,sio2,train,0.5790199287538103
sio2 all 20 dish white_p01_r0687,sio2 all 20 dish white_p01,sio2,train,0.4680193556685069
sio2 all 20 dish white_p01_r0688,sio2 all 20 dish white_p01,sio2,train,0.4377113547046067
sio2 all 20 dish white_p01_r0689,sio2 all 20 dish white_p01,sio2,train,0.42389901886849035
sio2 all 20 dish white_p01_r0690,sio2 all 20 dish white_p01,sio2,train,0.42792158260836066
sio2 all 20 dish white_p01_r0691,sio2 all 20 dish white_p01,sio2,train,0.43629092855689894
sio2 all 20 dish white_p01_r0692,sio2 all 20 dish white_p01,sio2,train,0.43648251080383194
sio2 all 20 dish white_p01_r0693,sio2 all 20 dish white_p01,sio2,train,0.43820101999192457
sio2 all 20 dish white_p01_r0694,sio2 all 20 dish white_p01,sio2,train,0.43945645727823845
sio2 all 20 dish white_p01_r0695,sio2 all 20 dish white_p01,sio2,train,0.44991472326286513
sio2 all 20 dish white_p01_r0696,sio2 all 20 dish white_p01,sio2,train,0.457695710041313
sio2 all 20 dish white_p01_r0697,sio2 all 20 dish white_p01,sio2,train,0.4693616310516821
sio2 all 20 dish white_p01_r0698,sio2 all 20 dish white_p01,sio2,train,0.4747524517106043
sio2 all 20 dish white_p01_r0699,sio2 all 20 dish white_p01,sio2,train,0.48081948153029963
sio2 all 20 dish white_p01_r0700,sio2 all 20 dish white_p01,sio2,train,0.4173343021761657
sio2 all 20 dish white_p01_r0701,sio2 all 20 dish white_p01,sio2,train,0.4149257321615444
sio2 all 20 dish white_p01_r0702,sio2 all 20 dish white_p01,sio2,train,0.6010755832911245
sio2 all 20 dish white_p01_r0703,sio2 all 20 dish white_p01,sio2,train,0.6847032678530481
sio2 all 20 dish white_p01_r0704,sio2 all 20 dish white_p01,sio2,train,0.6881417433162867
sio2 all 20 dish white_p01_r0705,sio2 all 20 dish white_p01,sio2,train,0.4435128771814208
sio2 all 20 dish white_p01_r0706,sio2 all 20 dish white_p01,sio2,train,0.4391873074828228
sio2 all 20 dish white_p01_r0707,sio2 all 20 dish white_p01,sio2,train,0.4460788347775795
sio2 all 20 dish white_p01_r0708,sio2 all 20 dish white_p01,sio2,train,0.4506851627662798
sio2 all 20 dish white_p01_r0709,sio2 all 20 dish white_p01,sio2,train,0.4551531084019564
sio2 all 20 dish white_p01_r0710,sio2 all 20 dish white_p01,sio2,train,0.46440335967472063
sio2 all 20 dish white_p01_r0711,sio2 all 20 dish white_p01,sio2,train,0.48497192156190094
sio2 all 20 dish white_p01_r0712,sio2 all 20 dish white_p01,sio2,train,0.48770499681292245
sio2 all 20 dish white_p01_r0713,sio2 all 20 dish white_p01,sio2,train,0.429829839422652
sio2 all 20 dish white_p01_r0714,sio2 all 20 dish white_p01,sio2,train,0.45503670422013426
sio2 all 20 dish white_p01_r0715,sio2 all 20 dish white_p01,sio2,train,0.67039755750868
sio2 all 20 dish white_p01_r0716,sio2 all 20 dish white_p01,sio2,train,0.45330624607830483
sio2 all 20 dish white_p01_r0717,sio2 all 20 dish white_p01,sio2,train,0.45668265173165884
sio2 all 20 dish white_p01_r0718,sio2 all 20 dish white_p01,sio2,train,0.46602896434367486
sio2 all 20 dish white_p01_r0719,sio2 all 20 dish white_p01,sio2,train,0.49079516866222167
sio2 all 20 dish white_p01_r0720,sio2 all 20 dish white_p01,sio2,train,0.5001575791017275
sio2 all 20 dish white_p01_r0721,sio2 all 20 dish white_p01,sio2,train,0.42981724783534125
sio2 all 20 dish white_p01_r0722,sio2 all 20 dish white_p01,sio2,train,0.427731717740857
sio2 all 20 dish white_p01_r0723,sio2 all 20 dish white_p01,sio2,train,0.4703431734557805
sio2 all 20 dish white_p01_r0724,sio2 all 20 dish white_p01,sio2,train,0.4855510766974126
sio2 all 20 dish white_p01_r0725,sio2 all 20 dish white_p01,sio2,train,0.42873259996515295
sio2 all 20 dish white_p01_r0726,sio2 all 20 dish white_p01,sio2,train,0.42640025531111
sio2 all 20 dish white_p01_r0727,sio2 all 20 dish white_p01,sio2,train,0.4313584024010732
sio2 all 20 dish white_p01_r0728,sio2 all 20 dish white_p01,sio2,train,0.42133717868627024
sio2 all 20 dish white_p01_r0729,sio2 all 20 dish white_p01,sio2,train,0.4524741510979318
sio2 all 20 dish white_p01_r0730,sio2 all 20 dish white_p01,sio2,train,0.45451435055751704
sio2 all 20 dish white_p01_r0731,sio2 all 20 dish white_p01,sio2,train,0.44873561385628735
sio2 all 20 dish white_p01_r0732,sio2 all 20 dish white_p01,sio2,train,0.4480310710507543
sio2 all 20 dish white_p01_r0733,sio2 all 20 dish white_p01,sio2,train,0.4421208910489528
sio2 all 20 dish white_p01_r0734,sio2 all 20 dish white_p01,sio2,train,0.42076103792941477
sio2 all 20 dish white_p01_r0735,sio2 all 20 dish white_p01,sio2,train,0.43174134141550063
sio2 all 20 dish white_p01_r0736,sio2 all 20 dish white_p01,sio2,train,0.43489359613903783
sio2 all 20 dish white_p01_r0737,sio2 all 20 dish white_p01,sio2,train,0.43484167524544065
sio2 all 20 dish white_p01_r0738,sio2 all 20 dish white_p01,sio2,train,0.45412282629091266
sio2 all 20 dish white_p01_r0739,sio2 all 20 dish white_p01,sio2,train,0.46203189808155143
sio2 all 20 dish white_p01_r0740,sio2 all 20 dish white_p01,sio2,train,0.4648714520490354
sio2 all 20 dish white_p01_r0741,sio2 all 20 dish white_p01,sio2,train,0.4633995095946109
sio2 all 20 dish white_p01_r0742,sio2 all 20 dish white_p01,sio2,train,0.45986075017879685
sio2 all 20 dish white_p01_r0743,sio2 all 20 dish white_p01,sio2,train,0.44245730672945405
sio2 all 20 dish white_p01_r0744,sio2 all 20 dish white_p01,sio2,train,0.4346183543514725
sio2 all 20 dish white_p01_r0745,sio2 all 20 dish white_p01,sio2,train,0.42111794049570966
sio2 all 20 dish white_p01_r0746,sio2 all 20 dish white_p01,sio2,train,0.41408165048001194
sio2 all 20 dish white_p01_r0747,sio2 all 20 dish white_p01,sio2,train,0.4329278810788345
sio2 all 20 dish white_p01_r0748,sio2 all 20 dish white_p01,sio2,train,0.43634648489175487
sio2 all 20 dish white_p01_r0749,sio2 all 20 dish white_p01,sio2,train,0.43786341674113416
sio2 all 20 dish white_p01_r0750,sio2 all 20 dish white_p01,sio2,train,0.45504253726676047
sio2 all 20 dish white_p01_r0751,sio2 all 20 dish white_p01,sio2,train,0.4631979584599692
sio2 all 20 dish white_p01_r0752,sio2 all 20 dish white_p01,sio2,train,0.46683053654830065
sio2 all 20 dish white_p01_r0753,sio2 all 20 dish white_p01,sio2,train,0.46584235210376507
sio2 all 20 dish white_p01_r0754,sio2 all 20 dish white_p01,sio2,train,0.45572310812630634
sio2 all 20 dish white_p01_r0755,sio2 all 20 dish white_p01,sio2,train,0.4554818315690518
sio2 all 20 dish white_p01_r0756,sio2 all 20 dish white_p01,sio2,train,0.434776262071243
sio2 all 20 dish white_p01_r0757,sio2 all 20 dish white_p01,sio2,train,0.4320502944737528
sio2 all 20 dish white_p01_r0758,sio2 all 20 dish white_p01,sio2,train,0.4235209221543794
sio2 all 20 dish white_p01_r0759,sio2 all 20 dish white_p01,sio2,train,0.4165098691838764
sio2 all 20 dish white_p01_r0760,sio2 all 20 dish white_p01,sio2,train,0.4106728316165214
sio2 all 20 dish white_p01_r0761,sio2 all 20 dish white_p01,sio2,train,0.4155729899004642
sio2 all 20 dish white_p01_r0762,sio2 all 20 dish white_p01,sio2,train,0.43201993531280786
sio2 all 20 dish white_p01_r0763,sio2 all 20 dish white_p01,sio2,train,0.4325315165921169
sio2 all 20 dish white_p01_r0764,sio2 all 20 dish white_p01,sio2,train,0.4400172223999989
sio2 all 20 dish white_p01_r0765,sio2 all 20 dish white_p01,sio2,train,0.4528694076134977
sio2 all 20 dish white_p01_r0766,sio2 all 20 dish white_p01,sio2,train,0.4669962834409794
sio2 all 20 dish white_p01_r0767,sio2 all 20 dish white_p01,sio2,train,0.4596799757562216
sio2 all 20 dish white_p01_r0768,sio2 all 20 dish white_p01,sio2,train,0.4526684847203616
sio2 all 20 dish white_p01_r0769,sio2 all 20 dish white_p01,sio2,train,0.45641438814933644
sio2 all 20 dish white_p01_r0770,sio2 all 20 dish white_p01,sio2,train,0.4513040888072588
sio2 all 20 dish white_p01_r0771,sio2 all 20 dish white_p01,sio2,train,0.4464743898009384
sio2 all 20 dish white_p01_r0772,sio2 all 20 dish white_p01,sio2,train,0.44403007076244405
sio2 all 20 dish white_p01_r0773,sio2 all 20 dish white_p01,sio2,train,0.42620907585129314
sio2 all 20 dish white_p01_r0774,sio2 all 20 dish white_p01,sio2,train,0.4207402536396177
sio2 all 20 dish white_p01_r0775,sio2 all 20 dish white_p01,sio2,train,0.41181095276628493
sio2 all 20 dish white_p01_r0776,sio2 all 20 dish white_p01,sio2,train,0.40506366807585525
sio2 all 20 dish white_p01_r0777,sio2 all 20 dish white_p01,sio2,train,0.42214153113556413
sio2 all 20 dish white_p01_r0778,sio2 all 20 dish white_p01,sio2,train,0.42862930753021306
sio2 all 20 dish white_p01_r0779,sio2 all 20 dish white_p01,sio2,train,0.4309135585749261
sio2 all 20 dish white_p01_r0780,sio2 all 20 dish white_p01,sio2,train,0.4469951723109413
sio2 all 20 dish white_p01_r0781,sio2 all 20 dish white_p01,sio2,train,0.457703813661261
sio2 all 20 dish white_p01_r0782,sio2 all 20 dish white_p01,sio2,train,0.4614351513967899
sio2 all 20 dish white_p01_r0783,sio2 all 20 dish white_p01,sio2,train,0.4626370544486043
sio2 all 20 dish white_p01_r0784,sio2 all 20 dish white_p01,sio2,train,0.4670449691731919
sio2 all 20 dish white_p01_r0785,sio2 all 20 dish white_p01,sio2,train,0.46618360926145813
sio2 all 20 dish white_p01_r0786,sio2 all 20 dish white_p01,sio2,train,0.4561151865209958
sio2 all 20 dish white_p01_r0787,sio2 all 20 dish white_p01,sio2,train,0.42716117008171656
sio2 all 20 dish white_p01_r0788,sio2 all 20 dish white_p01,sio2,train,0.43247023159601605
sio2 all 20 dish white_p01_r0789,sio2 all 20 dish white_p01,sio2,train,0.45627119217961876
sio2 all 20 dish white_p01_r0790,sio2 all 20 dish white_p01,sio2,train,0.47341812630389896
sio2 all 20 dish white_p01_r0791,sio2 all 20 dish white_p01,sio2,train,0.4567192470757234
sio2 all 20 dish white_p01_r0792,sio2 all 20 dish white_p01,sio2,train,0.44893601227855784
sio2 all 20 dish white_p01_r0793,sio2 all 20 dish white_p01,sio2,train,0.45572594762192364
sio2 all 20 dish white_p01_r0794,sio2 all 20 dish white_p01,sio2,train,0.4515537121325701
sio2 all 20 dish white_p01_r0795,sio2 all 20 dish white_p01,sio2,train,0.44674334490713985
sio2 all 20 dish white_p01_r0796,sio2 all 20 dish white_p01,sio2,train,0.43023948157331704
sio2 all 20 dish white_p01_r0797,sio2 all 20 dish white_p01,sio2,train,0.4182490786669568
sio2 all 20 dish white_p01_r0798,sio2 all 20 dish white_p01,sio2,train,0.4087568504972509
sio2 all 20 dish white_p01_r0799,sio2 all 20 dish white_p01,sio2,train,0.41476418732137155
sio2 all 20 dish white_p01_r0800,sio2 all 20 dish white_p01,sio2,train,0.4143393713104849
sio2 all 20 dish white_p01_r0801,sio2 all 20 dish white_p01,sio2,train,0.42429306573638986
sio2 all 20 dish white_p01_r0802,sio2 all 20 dish white_p01,sio2,train,0.43322974132201736
sio2 all 20 dish white_p01_r0803,sio2 all 20 dish white_p01,sio2,train,0.44269556133849075
sio2 all 20 dish white_p01_r0804,sio2 all 20 dish white_p01,sio2,train,0.4492234820706318
sio2 all 20 dish white_p01_r0805,sio2 all 20 dish white_p01,sio2,train,0.4616823392849195
sio2 all 20 dish white_p01_r0806,sio2 all 20 dish white_p01,sio2,train,0.4852941718049189
sio2 all 20 dish white_p01_r0807,sio2 all 20 dish white_p01,sio2,train,0.4792887280837096
sio2 all 20 dish white_p01_r0808,sio2 all 20 dish white_p01,sio2,train,0.4583110367327156
sio2 all 20 dish white_p01_r0809,sio2 all 20 dish white_p01,sio2,train,0.4506920291244555
sio2 all 20 dish white_p01_r0810,sio2 all 20 dish white_p01,sio2,train,0.40481110862668085
sio2 all 20 dish white_p01_r0811,sio2 all 20 dish white_p01,sio2,train,0.42010388490039335
sio2 all 20 dish white_p01_r0812,sio2 all 20 dish white_p01,sio2,train,0.43244275234284774
sio2 all 20 dish white_p01_r0813,sio2 all 20 dish white_p01,sio2,train,0.4659502315023321
sio2 all 20 dish white_p01_r0814,sio2 all 20 dish white_p01,sio2,train,0.4901787970762105
sio2 all 20 dish white_p01_r0815,sio2 all 20 dish white_p01,sio2,train,0.4791134224481289
sio2 all 20 dish white_p01_r0816,sio2 all 20 dish white_p01,sio2,train,0.4652587484507832
sio2 all 20 dish white_p01_r0817,sio2 all 20 dish white_p01,sio2,train,0.46759892287626337
sio2 all 20 dish white_p01_r0818,sio2 all 20 dish white_p01,sio2,train,0.4660641248267336
sio2 all 20 dish white_p01_r0819,sio2 all 20 dish white_p01,sio2,train,0.44232509038727275
sio2 all 20 dish white_p01_r0820,sio2 all 20 dish white_p01,sio2,train,0.42803959318356427
sio2 all 20 dish white_p01_r0821,sio2 all 20 dish white_p01,sio2,train,0.4146993267489265
sio2 all 20 dish white_p01_r0822,sio2 all 20 dish white_p01,sio2,train,0.40745078110223304
sio2 all 20 dish white_p01_r0823,sio2 all 20 dish white_p01,sio2,train,0.413119478359396
sio2 all 20 dish white_p01_r0824,sio2 all 20 dish white_p01,sio2,train,0.40490695910509394
sio2 all 20 dish white_p01_r0825,sio2 all 20 dish white_p01,sio2,train,0.42337065523737527
sio2 all 20 dish white_p01_r0826,sio2 all 20 dish white_p01,sio2,train,0.42663460020277943
